bip-bitcoin-improvement-proposal	bip-9-versionbits,bip-16-p2sh,bip-22-getblocktemplate,bip-65-opchecklocktimeverify,bip-68-relative-locktime,segwit-segregated-witness-bip-141,bip-173-bech32,bip-174-psbt,bip-341-taproot,bip-342-tapscript,bolt-11
segwit-segregated-witness-bip-141	bech32m,bip-bitcoin-improvement-proposal,bip-9-versionbits,bip-16-p2sh,bip-91,bip-144-segwit-relay,bip-148-uasf,bip-341-taproot,bip-342-tapscript,native-segwit,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,taproot
utxo-unspent-transaction-output	absolute-fee,coin-age,coin-control,coin-plasma,coinbase-transaction,consolidation-transaction,gadget-utxo,gadget-utxo,mutxo,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,p2pkh-pay-public-key-hash,p2pk-pay-public-key,transaction,transaction-index-txindex,vanity-address
absolute-fee	
absolute-locktime	bip-65-opchecklocktimeverify,bip-68-relative-locktime,checklocktimeverify-cltv,checksequenceverify-csv,locktime,nlocktime,nsequence,time-locked-contract
accelerator	fee-bumping,fee-estimation,fee-rate-escalation,fee-sniping,replace-fee-rbf,transaction,transaction-fee
adapter-signature	bitcoin-script,ecdsa-elliptic-curve-digital-signature-algorithm,merkleized-abstract-syntax-tree-mast,scriptless-scripts,schnorr-signature,signature-aggregation,signature-clipping
adaptive-block-filter	bip-158,bloom-filter,merkle-block,merkle-inclusion-proof,merged-mining,merkle-proof,merkle-root
address	b32-address,bech32m,bip-173-bech32,bitcoin-script,p2pk-pay-public-key,p2pkh-pay-public-key-hash,p2sh-pay-script-hash,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,price-discovery,silent-payments,stealth-address,vanity-address
address-clustering	address,address-indexing,address-reuse,chain-analysis,coin-control,coinjoin,fungibility
address-derivation-path	address,address-indexing,chaincode,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,seed-entropy-mixer,seed-phrase,seed-tool
address-indexing	address,address-clustering,address-derivation-path,address-reuse,transaction-index-txindex
address-reuse	address,address-clustering,address-indexing,chain-analysis,dust,dust-attack,fungibility,security
air-gapped	hardware-seed-vault,hardware-security-module-hsm,hardware-wallet,paper-wallet,security
airdrop-btc-fork	bitcoin-cash,fork,fork-detection,fork-watcher
alt-season	altcoin,bitcoin-dominance,bull-market,fork,market-capitalization
altcoin	alt-season,bitcoin-cash,bitcoin-dominance,fork,namecoin
aml-anti-money-laundering	bitlicense,fincen,kyc-know-your-customer
anti-sybil-mechanism	byzantine-fault-tolerance,decentralization,proof-work-pow
anyprevout	eltoo,payment-channel,sighash,sighashanyonecanpay,sighashsingle
api-application-programming-interface	bitcoin-core-rpc,exchange-api-key,rpc-whitelist
asic-application-specific-integrated-circuit	asic-resistance,asicboost,cpu-mining,hash-rate,miner,mining-algorithm,mining-rig,mining-software
asic-resistance	asic-application-specific-integrated-circuit,asicboost,cpu-mining,mining-algorithm,mining-centralization
asicboost	asic-application-specific-integrated-circuit,asic-resistance,mining-algorithm,mining-software
asmap	node,node-autoban,node-headcount,node-operator,node-synchronization
asylo	
atomic-multi-path-payment-amp	atomic-swap,atomic-swap-refill,audiobook-model-lightning,autopilot-lightning,core-lightning-c-lightning,lightning-anchor-commitment,lightning-channel-capacity,lightning-network,lightning-node,lightning-payment,lightning-routing
atomic-swap	atomic-multi-path-payment-amp,atomic-swap-refill,htlc-hashed-time-locked-contract,payjoin,submarine-swap
atomic-swap-refill	atomic-multi-path-payment-amp,atomic-swap,htlc-hashed-time-locked-contract,submarine-swap
audiobook-model-lightning	atomic-multi-path-payment-amp,autopilot-lightning,core-lightning-c-lightning,lightning-network,lightning-network-daemon-lnd,lightning-payment,lightning-routing
auto-unwrap-sidechains	liquid-network,one-way-peg,peg-guard,peg,peg-out,sidechain
autopilot-lightning	atomic-multi-path-payment-amp,audiobook-model-lightning,core-lightning-c-lightning,gossip-protocol-lightning,lightning-channel,lightning-channel-capacity,lightning-network,lightning-node,lightning-node-alias,lightning-routing
axolotl-ratchet	onion-routing-lightning,security
b32-address	address,bech32m,bip-173-bech32,p2pk-pay-public-key,p2pkh-pay-public-key-hash,p2sh-pay-script-hash,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,silent-payments,stealth-address,vanity-address
balanced-channel-lightning	lightning-channel,lightning-channel-capacity,lightning-network,lightning-node,lightning-routing,liquidity,liquidity-ads,lockup-period-lightning,locked-period-soft-fork
batch-transaction	batching-optimizer,consolidation-transaction,incremental-batching,transaction,transaction-chaining,transaction-fee
batching-optimizer	batch-transaction,consolidation-transaction,incremental-batching,transaction,transaction-chaining,transaction-fee
bear-market	bull-market,market-capitalization,market-depth,merchant-adoption,price-discovery,price-floor-btc,price-slippage
bech32m	address,b32-address,segwit-segregated-witness-bip-141,bip-173-bech32,native-segwit,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash
bip-102-2mb-block-size	bip-bitcoin-improvement-proposal,bitcoin-core,block,block-size,fork,soft-fork
bip-113	bip-bitcoin-improvement-proposal,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bitcoin-script,checklocktimeverify-cltv,checksequenceverify-csv,locktime,mtp-median-time-past,time-locked-contract
bip-119-ctv	bip-bitcoin-improvement-proposal,bip-9-versionbits,bitcoin-script,checklocktimeverify-cltv,checksequenceverify-csv,checktemplateverify-ctv,covenants,deployment-threshold-soft-fork,locked-period-soft-fork,soft-fork
bip-125-replace-fee	absolute-fee,accelerator,bip-bitcoin-improvement-proposal,bip-9-versionbits,fee-bumping,fee-estimation,fee-floor,fee-rate-escalation,fee-sniping,replace-fee-rbf,transaction,transaction-fee
bip-144-segwit-relay	bip-bitcoin-improvement-proposal,bip-9-versionbits,bip-91,segwit-segregated-witness-bip-141,bip-148-uasf,bip-341-taproot,bip-342-tapscript,native-segwit,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,taproot
bip-148-uasf	bip-bitcoin-improvement-proposal,bip-9-versionbits,bip-91,segwit-segregated-witness-bip-141,bip-144-segwit-relay,bitcoin-core,deployment-threshold-soft-fork,locked-period-soft-fork,soft-fork
bip-152-compact-blocks	bip-bitcoin-improvement-proposal,bitcoin-core,block,block-header,block-height,block-propagation,block-time,blockchain
bip-155-addr-v2	address,bip-bitcoin-improvement-proposal,bitcoin-core,node,peer-bookmark,peer-discovery,peer-management
bip-158	adaptive-block-filter,bip-bitcoin-improvement-proposal,bip-37,bitcoin-core,bloom-filter,merkle-block,merkle-proof,merkle-root,spv-simplified-payment-verification
bip-159	bip-bitcoin-improvement-proposal,bitcoin-core,deployment-threshold-soft-fork,locked-period-soft-fork,node,node-autoban,node-synchronization,soft-fork
bip-16-p2sh	bip-bitcoin-improvement-proposal,segwit-segregated-witness-bip-141,bip-173-bech32,bip-341-taproot,bip-342-tapscript,bitcoin-script,p2sh-pay-script-hash,script
bip-170-txout-proof	bip-bitcoin-improvement-proposal,bitcoin-core,merkle-block,merkle-inclusion-proof,merkle-proof,transaction,transaction-index-txindex,utxo-unspent-transaction-output
bip-173-bech32	address,b32-address,bech32m,bip-bitcoin-improvement-proposal,bip-16-p2sh,segwit-segregated-witness-bip-141,native-segwit,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash
bip-174-psbt	bip-bitcoin-improvement-proposal,bitcoin-core,hierarchical-multisig,mono-signature,partial-signature,partially-signed-bitcoin-transaction-psbt,psbt,transaction
bip-176-bits-denomination	bip-bitcoin-improvement-proposal,bitcoin-core,satoshi-unit
bip-22-getblocktemplate	bip-bitcoin-improvement-proposal,bitcoin-core,bitcoin-core-rpc,block,block-header,mining-centralization,mining-rig,mining-software
bip-30	bip-bitcoin-improvement-proposal,bip-34,block,block-explorer,block-height,double-spend,transaction
bip-300-drivechains	bip-bitcoin-improvement-proposal,bip-301,liquid-network,one-way-peg,peg,peg-out,sidechain
bip-301	bip-bitcoin-improvement-proposal,bip-300-drivechains,liquid-network,one-way-peg,peg,peg-out,sidechain
bip-31-pong-message	bip-bitcoin-improvement-proposal,bitcoin-core,bitcoin-core-rpc,node,node-autoban,node-headcount,node-operator,node-synchronization
bip-34	bip-bitcoin-improvement-proposal,bip-30,block,block-explorer,block-height,double-spend,transaction
bip-341-taproot	bip-bitcoin-improvement-proposal,bip-16-p2sh,segwit-segregated-witness-bip-141,bip-144-segwit-relay,bip-342-tapscript,merkleized-abstract-syntax-tree-mast,musig,schnorr-signature,signature-aggregation,taproot
bip-342-tapscript	bip-bitcoin-improvement-proposal,bip-16-p2sh,segwit-segregated-witness-bip-141,bip-144-segwit-relay,bip-341-taproot,bitcoin-script,merkleized-abstract-syntax-tree-mast,script,taproot
bip-35-mempool-message	bip-bitcoin-improvement-proposal,bitcoin-core,bitcoin-core-rpc,mempool,node,node-synchronization,transaction
bip-36-merkle-block-request	bip-bitcoin-improvement-proposal,bitcoin-core,bitcoin-core-rpc,merkle-block,merkle-inclusion-proof,merkle-proof,merkle-root
bip-37	bip-bitcoin-improvement-proposal,bip-36-merkle-block-request,bip-40-alerts-avoid-replay,bloom-filter,merkle-block,merkle-inclusion-proof,merkle-proof,merkle-root,spv-simplified-payment-verification
bip-40-alerts-avoid-replay	bip-bitcoin-improvement-proposal,bip-37,bitcoin-core,bitcoin-core-rpc,node,node-synchronization
bip-42	bip-bitcoin-improvement-proposal,bitcoin-core,block-reward,block-size,block-subsidy,hal-finneys-running-bitcoin,halving-halvening,miner,mining-pool
bip-44	address-derivation-path,bip-bitcoin-improvement-proposal,deterministic-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,key-generation-ceremony,seed-phrase,xpub-extended-public-key
bip-47-payment-codes	bip-bitcoin-improvement-proposal,payment-codes-bip-47,security,silent-payments,stealth-address
bip-50	bip-bitcoin-improvement-proposal,bitcoin-core,block,fork,reorg-reorganization
bip-61	bip-bitcoin-improvement-proposal,bitcoin-core,bitcoin-core-rpc,node,node-autoban,node-synchronization
bip-65-opchecklocktimeverify	absolute-locktime,bip-bitcoin-improvement-proposal,bip-68-relative-locktime,bitcoin-script,checklocktimeverify-cltv,locktime,nlocktime,nsequence,time-locked-contract
bip-66	bip-bitcoin-improvement-proposal,bitcoin-core,ecdsa-elliptic-curve-digital-signature-algorithm,elliptic-curve,schnorr-signature,signature-aggregation
bip-68-relative-locktime	absolute-locktime,bip-bitcoin-improvement-proposal,bip-65-opchecklocktimeverify,bitcoin-script,checklocktimeverify-cltv,checksequenceverify-csv,locktime,nlocktime,nsequence,time-locked-contract
bip-69	batch-transaction,batching-optimizer,bip-bitcoin-improvement-proposal,bitcoin-core,transaction,transaction-fee
bip-70-payment-protocol	address,bip-bitcoin-improvement-proposal,bip-75-payment-protocol-enhancements,bitcoin-core,transaction,transaction-fee
bip-75-payment-protocol-enhancements	address,bip-bitcoin-improvement-proposal,bip-70-payment-protocol,bitcoin-core,transaction,transaction-fee
bip-85	address-derivation-path,bip-bitcoin-improvement-proposal,bip-44,deterministic-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,key-generation-ceremony,seed-phrase,xpub-extended-public-key
bip-9-versionbits	bip-bitcoin-improvement-proposal,bip-91,bip-119-ctv,bip-125-replace-fee,segwit-segregated-witness-bip-141,bip-144-segwit-relay,bip-148-uasf,deployment-threshold-soft-fork,locked-period-soft-fork,soft-fork
bip-91	bip-bitcoin-improvement-proposal,bip-9-versionbits,segwit-segregated-witness-bip-141,bip-144-segwit-relay,bip-148-uasf,bitcoin-core,deployment-threshold-soft-fork,locked-period-soft-fork,soft-fork
bitcoin-atm	address,address-derivation-path,fiat,merchant-adoption,transaction,volatility,wallet
bitcoin-bond	bitlicense,cbdc-central-bank-digital-currency,fiat,fincen,market-depth,volatility
bitcoin-bridge	auto-unwrap-sidechains,bip-300-drivechains,bip-301,liquid-network,one-way-peg,peg,peg-out,sidechain
bitcoin-cash	airdrop-btc-fork,altcoin,bitcoin-core,fork,fork-detection,fork-watcher
bitcoin-client	api-application-programming-interface,bitcoin-core,bitcoin-core-rpc,bitcoin-knots,node,node-operator,node-synchronization,spv-simplified-payment-verification
bitcoin-core	api-application-programming-interface,bitcoin-client,bitcoin-core-rpc,bitcoin-knots,node,node-autoban,node-operator,node-synchronization,spv-simplified-payment-verification
bitcoin-core-rpc	api-application-programming-interface,bip-22-getblocktemplate,bitcoin-client,bitcoin-core,rpc-whitelist
bitcoin-days-destroyed	coin-age,coin-control,colored-coins,transaction,transaction-chaining,transaction-fee,utxo-unspent-transaction-output
bitcoin-dev-kit-bdk	bitcoin-core,bitcoin-knots,bitcoin-script,deterministic-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,wallet
bitcoin-dominance	alt-season,altcoin,bull-market,market-capitalization,market-depth
bitcoin-faucet	bitcoin-script,hodl,satoshi-unit,transaction
bitcoin-inheritance-planning	decentralization,deterministic-wallet,hardware-security-module-hsm,hardware-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,inheritance-seed-backup,key-generation-ceremony,key-rotation,paper-wallet,seed-phrase
bitcoin-knots	bitcoin-client,bitcoin-core,bitcoin-core-rpc,node,node-operator,node-synchronization,safe-mode-bitcoin-core
bitcoin-pizza-day	bitcoin-script,merchant-adoption,satoshi-unit,satoshi-nakamoto,transaction,whitepaper
bitcoin-satellite	block-propagation,node,node-autoban,node-headcount,node-operator,node-synchronization
bitcoin-script	adapter-signature,bip-16-p2sh,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-113,bip-119-ctv,bip-342-tapscript,bitcoin-pizza-day,checklocktimeverify-cltv,checksequenceverify-csv,checktemplateverify-ctv,covenants,merkleized-abstract-syntax-tree-mast,op-code-operation-code,opreturn,p2sh-pay-script-hash,script,scriptless-scripts,taproot
bitcoin-vault	bitcoin-inheritance-planning,coin-control,corrupted-chain-state,covenants,deterministic-wallet,hardware-security-module-hsm,hardware-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-multisig,inheritance-seed-backup,m-n,security
bitlicense	aml-anti-money-laundering,bitcoin-bond,decentralized-exchange-dex,evm-bitcoin,fiat,fincen,kyc-know-your-customer
block	bip-22-getblocktemplate,bip-30,bip-34,bip-102-2mb-block-size,bip-152-compact-blocks,block-explorer,block-header,block-height,block-propagation,block-reward,block-size,block-subsidy,block-time,blockchain
block-explorer	bip-30,bip-34,block,block-header,block-height,block-propagation,block-reward,blockchain,chain-visualization,transaction,transaction-index-txindex,utxo-unspent-transaction-output
block-header	bip-22-getblocktemplate,bip-152-compact-blocks,block,block-explorer,block-height,block-propagation,block-time,blockchain,genesis-block,merkle-block,merkle-tree-merkle-root,merkle-proof,merkle-root
block-height	bip-30,bip-34,bip-152-compact-blocks,block,block-explorer,block-header,block-propagation,block-time,blockchain,difficulty-retargeting,genesis-block,hal-finneys-running-bitcoin,halving-halvening
block-propagation	bip-152-compact-blocks,bitcoin-satellite,block,block-explorer,block-header,block-height,block-time,blockchain,competitive-block-propagation,competitive-mining,reorg-reorganization,stale-block
block-reward	bip-42,block,block-explorer,block-size,block-subsidy,coinbase-transaction,genesis-block,hal-finneys-running-bitcoin,halving-halvening,mining-pool,mining-algorithm,mining-colocation,mining-subsidy
block-size	bip-42,bip-102-2mb-block-size,block,block-reward,block-subsidy,blockchain,halving-halvening,merkle-root
block-subsidy	bip-42,block,block-reward,block-size,coinbase-transaction,genesis-block,hal-finneys-running-bitcoin,halving-halvening,mining-subsidy
block-time	bip-152-compact-blocks,block,block-header,block-height,block-propagation,blockchain,difficulty-retargeting,mtp-median-time-past
blockchain	bip-152-compact-blocks,block,block-explorer,block-header,block-height,block-propagation,block-size,block-time,fork-detection,genesis-block,market-depth,reorg-reorganization,stale-block
bloom-filter	adaptive-block-filter,bip-37,bip-158,merkle-block,merkle-tree-merkle-root,merkle-proof,merkle-root,spv-simplified-payment-verification
bolt	bolt-11,core-lightning-c-lightning,lightning-anchor-commitment,gossip-protocol-lightning,lightning-channel,lightning-channel-capacity,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-refund-invoice,lightning-routing
bolt-11	atomic-multi-path-payment-amp,audiobook-model-lightning,autopilot-lightning,bip-bitcoin-improvement-proposal,bolt,core-lightning-c-lightning,lightning-anchor-commitment,htlc-hashed-time-locked-contract,lightning-channel,lightning-channel-splicing,lightning-invoice,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-payment,lightning-refund-invoice,lightning-routing
bounty	bip-bitcoin-improvement-proposal,proof-work-pow,security
bridge-node-lightning	atomic-multi-path-payment-amp,audiobook-model-lightning,autopilot-lightning,bolt,bolt-11,core-lightning-c-lightning,lightning-anchor-commitment,gossip-protocol-lightning,htlc-hashed-time-locked-contract,lightning-channel,lightning-channel-splicing,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-routing
bull-market	alt-season,bear-market,bitcoin-dominance,market-capitalization,market-depth,price-discovery,price-floor-btc,price-slippage,volatility
burn-address	address,address-reuse,b32-address,coin-freeze,volatility
byzantine-fault-tolerance	anti-sybil-mechanism,decentralization,full-node,hd-wallet-hierarchical-deterministic-wallet,mining-algorithm,node,node-headcount,proof-work-pow
cbdc-central-bank-digital-currency	bitcoin-bond,bitlicense,fiat,fincen,kyc-know-your-customer
centralized-exchange-cex	aml-anti-money-laundering,bitlicense,decentralized-exchange-dex,evm-bitcoin,exchange,exchange-api-key,kyc-know-your-customer
chain-analysis	address-clustering,address-reuse,block-explorer,chain-visualization,coinjoin,miner-extractable-value-mev,transaction,transaction-index-txindex,utxo-unspent-transaction-output
chain-bulletin-board	block-explorer,chain-analysis,chain-flag-day,chain-visualization,opreturn,opreturn-based-tokens
chain-flag-day	bip-148-uasf,chain-bulletin-board,chain-split,deployment-threshold-soft-fork,locked-period-soft-fork,soft-fork
chain-split	airdrop-btc-fork,bitcoin-cash,chain-flag-day,fork,fork-detection,fork-watcher,reorg-reorganization
chain-visualization	block-explorer,blockchain,chain-analysis,chain-bulletin-board,merkle-root,transaction,transaction-index-txindex,utxo-unspent-transaction-output
chaincode	address-derivation-path,bip-44,deterministic-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,key-generation-ceremony,key-rotation,seed-phrase,xpub-extended-public-key
checklocktimeverify-cltv	absolute-locktime,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-113,bip-119-ctv,bitcoin-script,checksequenceverify-csv,checktemplateverify-ctv,covenants,locktime,nlocktime,nsequence,time-locked-contract
checksequenceverify-csv	absolute-locktime,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-113,bip-119-ctv,bitcoin-script,checklocktimeverify-cltv,checktemplateverify-ctv,covenants,locktime,nlocktime,nsequence,time-locked-contract
checktemplateverify-ctv	bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-119-ctv,bitcoin-script,checklocktimeverify-cltv,checksequenceverify-csv,covenants,op-code-operation-code,script,scriptless-scripts
churn-lightning	autopilot-lightning,bridge-node-lightning,core-lightning-c-lightning,lightning-anchor-commitment,gossip-protocol-lightning,lightning-channel,lightning-channel-capacity,lightning-channel-splicing,lightning-network,lightning-payment,lightning-routing
clawback-mechanism	coin-control,coin-freeze,colored-coins,covenants,escrow,escrowed-lightning-channel,quorum-signatures
clearing-price	bull-market,exchange,market-capitalization,market-depth,merchant-adoption,price-discovery,price-slippage
coin-age	bitcoin-days-destroyed,coin-control,consolidation-transaction,transaction,transaction-chaining,utxo-unspent-transaction-output
coin-control	address-clustering,bitcoin-days-destroyed,bitcoin-vault,clawback-mechanism,coin-age,coin-freeze,coin-plasma,coinjoin,deterministic-wallet,difficulty,security,utxo-unspent-transaction-output,vanity-address,wallet
coin-freeze	burn-address,clawback-mechanism,coin-control,coin-plasma,colored-coins,covenants,escrow
coin-plasma	coin-control,coin-freeze,coinjoin,colored-coins,covenants,escrow,payjoin,shielded-coinjoin
coinbase-transaction	block,block-reward,block-subsidy,genesis-block,hal-finneys-running-bitcoin,halving-halvening,miner,miner-capitulation,mining-pool,mining-subsidy,transaction
coinjoin	address-clustering,address-reuse,chain-analysis,coin-control,coin-plasma,mixing-service,payjoin,shielded-coinjoin,stealth-address,stealth-address
colored-coins	bitcoin-days-destroyed,clawback-mechanism,coin-freeze,coin-plasma,covenants,opreturn-based-tokens
competitive-block-propagation	block-propagation,competitive-mining,miner-extractable-value-mev,mining-algorithm,mining-centralization,mining-colocation,mining-centralization,stale-block
competitive-mining	block-propagation,competitive-block-propagation,difficulty,difficulty-retargeting,miner-extractable-value-mev,mining,mining-algorithm,mining-centralization,mining-colocation,mining-centralization,mining-rig,mining-software,stale-block
consensus-parameter	block,block-subsidy,blockchain,decentralization,deployment-threshold-soft-fork,difficulty,difficulty-retargeting,fork,locked-period-soft-fork,nonce,proof-work-pow,soft-fork
consolidation-transaction	batch-transaction,batching-optimizer,bitcoin-days-destroyed,coin-age,incremental-batching,transaction,transaction-chaining,transaction-fee,utxo-unspent-transaction-output
constant-time	
core-lightning-c-lightning	atomic-multi-path-payment-amp,audiobook-model-lightning,autopilot-lightning,bolt,bolt-11,bridge-node-lightning,churn-lightning,gossip-protocol-lightning,lightning-channel,lightning-channel-capacity,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-routing
corrupted-chain-state	bitcoin-vault,blockchain,chain-split,fork-detection,full-node,full-validation,node-synchronization,reorg-reorganization,safe-mode-bitcoin-core
counterparty-risk	clawback-mechanism,covenants,custodial-lightning-wallet,custodial-wallet,escrow,escrowed-lightning-channel,mining-colocation,one-way-peg,sidechain
covariance-transaction	covenants,musig,musig2,quorum-signatures,transaction
covenants	bip-119-ctv,bitcoin-script,checklocktimeverify-cltv,checksequenceverify-csv,checktemplateverify-ctv,clawback-mechanism,coin-freeze,coin-plasma,colored-coins,counterparty-risk,covariance-transaction,op-code-operation-code,script,scriptless-scripts
